Cores,Resolution,Epoch,Time
16,T42,1,41.17560791969299
16,T42,2,42.056007623672485
16,T42,3,41.975852727890015
16,T42,4,41.940101861953735
16,T42,5,41.82304549217224
16,T42,6,42.16716814041138
16,T42,7,41.891706705093384
16,T42,8,42.156036376953125
16,T42,9,41.86135959625244
16,T42,10,42.28395223617554
16,T42,11,41.57136559486389
16,T42,12,41.86625528335571
16,T42,Total,502.9605338573456
