Cores,Resolution,Epoch,Time
1,T42,1,624.407666683197
1,T42,2,627.9107072353363
1,T42,3,633.3775832653046
1,T42,4,634.9231176376343
1,T42,5,636.5189607143402
1,T42,6,635.0935509204865
1,T42,7,632.83336353302
1,T42,8,659.907074213028
1,T42,9,624.9682602882385
1,T42,10,623.580534696579
1,T42,11,662.2401695251465
1,T42,12,661.1800129413605
1,T42,Total,7656.987421035767
