Cores,Resolution,Epoch,Time
1,T85,1,3275.4836432933807
1,T85,2,3318.1048753261566
1,T85,3,3351.6898272037506
1,T85,4,3309.6950328350067
1,T85,5,3415.489485502243
1,T85,6,3367.2037076950073
1,T85,7,3393.860794067383
1,T85,8,3345.7666351795197
1,T85,9,3305.797883749008
1,T85,10,3471.702823638916
1,T85,11,3284.045660018921
1,T85,12,3315.3751509189606
1,T85,Total,40154.261736392975
