Cores,Resolution,Epoch,Time
4,T42,1,167.87401413917542
4,T42,2,176.10616374015808
4,T42,3,182.37521529197693
4,T42,4,172.92198610305786
4,T42,5,191.45562744140625
4,T42,6,184.4885196685791
4,T42,7,178.26838970184326
4,T42,8,169.00490736961365
4,T42,9,177.81591129302979
4,T42,10,169.71066427230835
4,T42,11,174.77517676353455
4,T42,12,168.25127816200256
4,T42,Total,2113.130961418152
