Cores,Resolution,Epoch,Time
16,T85,1,351.90314650535583
16,T85,2,356.1409296989441
16,T85,3,355.0659394264221
16,T85,4,351.3941967487335
16,T85,5,349.65710854530334
16,T85,6,355.06173729896545
16,T85,7,352.28608107566833
16,T85,8,349.4222762584686
16,T85,9,354.8942930698395
16,T85,10,354.21038031578064
16,T85,11,355.3370096683502
16,T85,12,355.8352539539337
16,T85,Total,4241.243653059006
