Cores,Resolution,Epoch,Time
2,T42,1,357.32308650016785
2,T42,2,357.7920196056366
2,T42,3,354.117240190506
2,T42,4,355.59587812423706
2,T42,5,362.4706726074219
2,T42,6,356.4018394947052
2,T42,7,365.30206775665283
2,T42,8,389.35879039764404
2,T42,9,381.80021357536316
2,T42,10,365.23767948150635
2,T42,11,360.8810086250305
2,T42,12,361.39217495918274
2,T42,Total,4367.82794880867
