Cores,Resolution,Epoch,Time
8,T85,1,570.8593516349792
8,T85,2,624.5582549571991
8,T85,3,707.6708264350891
8,T85,4,537.87641954422
8,T85,5,632.4496049880981
8,T85,6,605.262660741806
8,T85,7,629.3439939022064
8,T85,8,581.4739923477173
8,T85,9,584.2796995639801
8,T85,10,625.1181221008301
8,T85,11,583.7717750072479
8,T85,12,702.5310637950897
8,T85,Total,7385.264704942703
