Cores,Resolution,Epoch,Time
1,T21,1,130.93985199928284
1,T21,2,132.754225730896
1,T21,3,131.70508527755737
1,T21,4,131.54311966896057
1,T21,5,131.64662337303162
1,T21,6,131.545658826828
1,T21,7,131.44297003746033
1,T21,8,131.45282340049744
1,T21,9,131.31746649742126
1,T21,10,131.33543634414673
1,T21,11,131.4149649143219
1,T21,12,136.41631746292114
1,T21,Total,1583.55726480484
