Cores,Resolution,Epoch,Time
32,T42,1,70.02771735191345
32,T42,2,69.47905802726746
32,T42,3,70.16568684577942
32,T42,4,69.87149548530579
32,T42,5,69.93737244606018
32,T42,6,70.2706618309021
32,T42,7,70.16449165344238
32,T42,8,70.1758451461792
32,T42,9,70.47202014923096
32,T42,10,69.95463681221008
32,T42,11,70.183509349823
32,T42,12,70.34840655326843
32,T42,Total,841.190817117691
