Cores,Resolution,Epoch,Time
16,T42,1,67.09680008888245
16,T42,2,67.45129227638245
16,T42,3,67.08799028396606
16,T42,4,68.00399732589722
16,T42,5,67.95737028121948
16,T42,6,69.85412120819092
16,T42,7,67.3060998916626
16,T42,8,66.99520325660706
16,T42,9,73.78066849708557
16,T42,10,74.66558861732483
16,T42,11,70.64546084403992
16,T42,12,66.69561743736267
16,T42,Total,827.607435464859
