Cores,Resolution,Epoch,Time
16,T42,1,61.765387535095215
16,T42,2,62.63180994987488
16,T42,3,62.06864595413208
16,T42,4,63.02221941947937
16,T42,5,63.10232758522034
16,T42,6,63.36718153953552
16,T42,7,61.8556809425354
16,T42,8,62.47746229171753
16,T42,9,62.826799392700195
16,T42,10,62.894227027893066
16,T42,11,61.99359369277954
16,T42,12,62.18967890739441
16,T42,Total,750.2316827774048
